ID,Term at Admission (Category),Total Max Term,Gender,County,Race/Ethnicity,Age
10623,3-5 Years,4Y,M,GLOUCESTER,HS,33
10624,21+ Years,50Y,M,CUMBERLAND,BL,63
10625,6-10 Years,9Y,M,MIDDLESEX,BL,25
10626,21+ Years,LIFE,M,PASSAIC,BL,47
10627,21+ Years,60Y,M,ESSEX,HW,49
10628,15-20 Years,17Y,M,MERCER,BL,50
10629,3-5 Years,3Y,M,PASSAIC,BL,28
10630,6-10 Years,8Y,F,CAMDEN,WH,32
10631,21+ Years,25Y 2M 2D,M,BERGEN,BL,49
10632,6-10 Years,9Y,M,HUDSON,HS,26
10633,3-5 Years,5Y,M,CAPE MAY,HS,47
10634,21+ Years,50Y,M,BURLINGTON,WH,45
10635,15-20 Years,16Y,M,ATLANTIC,BL,28
10636,15-20 Years,15Y,M,MONMOUTH,WH,22
10637,3-5 Years,5Y,M,MIDDLESEX,WH,32
10638,6-10 Years,8Y,M,ATLANTIC,BL,23
10639,3-5 Years,5Y,M,MORRIS,WH,34
10640,11-14 Years,13Y,M,CAMDEN,HS,28
10641,3-5 Years,5Y,M,MERCER,BL,34
10642,6-10 Years,6Y,M,OCEAN,HS,26
10643,6-10 Years,10Y,M,HUDSON,BL,62
10644,3-5 Years,3Y 6M,M,PASSAIC,HS,22
10645,21+ Years,23Y,F,CAMDEN,WH,48
10646,3-5 Years,4Y,M,MERCER,HS,25
10647,3-5 Years,5Y,M,HUDSON,WH,24
10648,1-2 Years,2Y 9M 10D,F,CAMDEN,BL,33
10649,6-10 Years,8Y,M,CUMBERLAND,BL,34
10650,6-10 Years,10Y,M,ESSEX,HS,40
10651,6-10 Years,7Y,M,BERGEN,HS,49
10652,11-14 Years,11Y,M,UNION,HS,32
10653,11-14 Years,11Y,M,MORRIS,BL,22
10654,3-5 Years,3Y,M,MIDDLESEX,BL,24
10655,3-5 Years,5Y,M,ATLANTIC,WH,60
10656,3-5 Years,4Y,M,MERCER,BL,35
10657,3-5 Years,5Y,M,MERCER,BL,30
10658,6-10 Years,10Y,M,MIDDLESEX,HS,48
10659,3-5 Years,5Y,M,PASSAIC,WH,47
10660,21+ Years,30Y,M,MIDDLESEX,HS,50
10661,21+ Years,101Y,M,OTHER,WH,37
10662,11-14 Years,12Y 4M 12D,M,CAMDEN,BL,31
10663,11-14 Years,14Y,M,MIDDLESEX,HS,44
10664,15-20 Years,17Y 7M 5D,M,ESSEX,BL,28
10665,15-20 Years,15Y,M,MERCER,BL,28
10666,15-20 Years,18Y,M,PASSAIC,BL,35
10667,3-5 Years,5Y,M,MONMOUTH,WH,25
10668,21+ Years,40Y,M,MONMOUTH,BL,61
10669,21+ Years,70Y,M,ATLANTIC,BL,47
10670,21+ Years,37Y,M,UNION,BL,61
10671,6-10 Years,10Y,M,ESSEX,BL,35
10672,6-10 Years,7Y,M,SOMERSET,BL,24
10673,3-5 Years,3Y,M,MIDDLESEX,BL,22
10674,3-5 Years,5Y,M,BURLINGTON,WH,47
10675,3-5 Years,5Y,M,PASSAIC,WH,23
10676,3-5 Years,3Y,M,UNION,HS,32
10677,15-20 Years,18Y,M,BERGEN,BL,28
10678,11-14 Years,12Y 6M,M,BURLINGTON,OA,32
10679,11-14 Years,12Y,M,BERGEN,WH,38
10680,15-20 Years,15Y,F,MERCER,HS,36
10681,6-10 Years,7Y,M,ESSEX,HS,25
10682,11-14 Years,12Y,M,MIDDLESEX,BL,29
10683,6-10 Years,7Y,M,ESSEX,BL,24
10684,6-10 Years,10Y,M,MIDDLESEX,BL,22
10685,6-10 Years,6Y,M,PASSAIC,BL,27
10686,3-5 Years,5Y,M,CAMDEN,HS,28
10687,6-10 Years,8Y,M,BERGEN,BL,35
10688,21+ Years,LIFE,M,ESSEX,HW,60
10689,6-10 Years,7Y,M,HUDSON,BL,70
10690,3-5 Years,3Y,M,HUDSON,HS,47
10691,3-5 Years,5Y,M,ESSEX,BL,27
10692,21+ Years,LIFE,M,MONMOUTH,WH,60
10693,3-5 Years,5Y,M,UNION,BL,21
10694,3-5 Years,5Y,M,CAMDEN,BL,26
10695,3-5 Years,5Y,M,CUMBERLAND,BL,28
10696,3-5 Years,3Y,M,UNION,WH,36
10698,3-5 Years,5Y,F,MERCER,WH,27
10699,11-14 Years,14Y,M,GLOUCESTER,BL,25
10700,3-5 Years,5Y,M,UNION,BL,60
10701,6-10 Years,6Y,M,CAMDEN,BL,22
10702,3-5 Years,5Y,M,MERCER,BL,24
10703,3-5 Years,5Y,M,PASSAIC,BL,60
10704,3-5 Years,5Y,M,ATLANTIC,WH,52
10705,11-14 Years,12Y,M,BERGEN,BL,34
10706,11-14 Years,13Y,M,ESSEX,BL,33
10707,11-14 Years,14Y,M,UNION,BL,28
10708,21+ Years,22Y,M,UNION,BL,34
10709,15-20 Years,16Y,M,CAMDEN,BL,33
10710,6-10 Years,10Y,M,ESSEX,BL,30
10711,15-20 Years,18Y 6M,M,ESSEX,BL,28
10712,3-5 Years,3Y 6M 3D,M,ESSEX,BL,29
10714,6-10 Years,8Y,M,CAMDEN,WH,35
10715,3-5 Years,3Y,M,MIDDLESEX,HS,21
10716,1-2 Years,2Y 11M 18D,M,ESSEX,BL,27
10717,6-10 Years,10Y,M,SOMERSET,HS,27
10718,3-5 Years,5Y,F,CAMDEN,BL,41
10719,6-10 Years,8Y,M,MONMOUTH,BL,26
10720,6-10 Years,10Y,M,UNION,BL,25
10721,6-10 Years,7Y,M,CAMDEN,WH,36
10722,3-5 Years,3Y 8M 21D,M,HUDSON,BL,27
10723,3-5 Years,4Y,M,WARREN,BL,26
10724,6-10 Years,6Y,M,ESSEX,WH,54
10725,21+ Years,28Y,M,CAMDEN,HS,33
10726,15-20 Years,18Y,M,CAMDEN,WH,52
10727,6-10 Years,8Y,M,CAMDEN,WH,42
10728,3-5 Years,5Y,M,CUMBERLAND,BL,22
10729,3-5 Years,5Y,M,PASSAIC,BL,34
10730,21+ Years,37Y,M,HUDSON,WH,40
10731,21+ Years,LIFE,M,OTHER,WH,60
10732,1-2 Years,1Y 10M 20D,M,SOMERSET,BL,45
10733,21+ Years,LIFE,M,ATLANTIC,WH,64
10734,21+ Years,30Y,M,BURLINGTON,WH,66
10735,11-14 Years,13Y,M,ATLANTIC,BL,24
10736,15-20 Years,20Y,M,CAMDEN,WH,57
10737,11-14 Years,12Y,M,ATLANTIC,BL,27
10738,6-10 Years,8Y,M,HUNTERDON,HS,28
10739,21+ Years,LIFE,M,SUSSEX,WH,60
10740,6-10 Years,8Y,M,BERGEN,WH,26
10741,6-10 Years,7Y,M,MERCER,WH,53
10742,3-5 Years,3Y,M,CAMDEN,BL,37
10743,3-5 Years,5Y,M,UNION,BL,23
10744,6-10 Years,6Y,F,ATLANTIC,WH,32
10745,3-5 Years,5Y,M,PASSAIC,BL,35
10746,21+ Years,LIFE,M,BERGEN,BL,59
10747,21+ Years,25Y,M,GLOUCESTER,WH,48
10748,15-20 Years,18Y,M,MORRIS,WH,46
10749,15-20 Years,17Y,M,GLOUCESTER,BL,47
10750,21+ Years,50Y,M,MONMOUTH,BL,35
10751,3-5 Years,5Y,F,MERCER,WH,30
10752,6-10 Years,10Y,M,HUDSON,BL,30
10753,6-10 Years,8Y 6M,M,OCEAN,BL,39
10754,21+ Years,LIFE,M,ATLANTIC,BL,60
10755,21+ Years,28Y,M,PASSAIC,HS,36
10756,3-5 Years,5Y,F,CAMDEN,BL,28
10757,1-2 Years,1Y 9M 17D,M,ATLANTIC,HS,35
10758,21+ Years,45Y,M,MONMOUTH,BL,47
10759,15-20 Years,15Y 2M 2D,M,UNION,BL,33
10760,21+ Years,24Y,M,OCEAN,HS,46
10761,3-5 Years,3Y,M,MIDDLESEX,BL,47
10762,11-14 Years,11Y,M,MIDDLESEX,BL,48
10763,6-10 Years,7Y,M,BURLINGTON,BL,47
10764,21+ Years,LIFE,M,PASSAIC,BL,61
10765,21+ Years,LIFE,F,MERCER,BL,61
10766,15-20 Years,18Y,M,HUDSON,BL,50
10768,15-20 Years,18Y,M,UNION,BL,60
10769,6-10 Years,7Y,M,ATLANTIC,BL,46
10770,11-14 Years,12Y,M,UNION,BL,46
10771,3-5 Years,5Y,M,ESSEX,BL,46
10772,11-14 Years,12Y,M,OCEAN,HS,44
10773,6-10 Years,10Y,M,SOMERSET,WH,29
10775,21+ Years,LIFE,M,CAMDEN,BL,47
10776,21+ Years,30Y,M,MIDDLESEX,HS,37
10777,21+ Years,27Y,M,BURLINGTON,WH,61
10778,11-14 Years,13Y,M,PASSAIC,HW,59
10779,21+ Years,LIFE,M,CAPE MAY,WH,49
10780,21+ Years,25Y,M,MERCER,BL,63
10781,21+ Years,LIFE,M,ESSEX,BL,63
10782,21+ Years,70Y,M,ATLANTIC,BL,60
10783,21+ Years,31Y 6M,M,ESSEX,BL,36
10784,6-10 Years,10Y,M,CAMDEN,WH,27
10785,21+ Years,30Y,M,ESSEX,BL,49
10786,21+ Years,75Y,M,ESSEX,BL,46
10787,21+ Years,50Y,M,UNION,BL,47
10788,3-5 Years,3Y,M,CAMDEN,HS,22
10789,3-5 Years,5Y,M,GLOUCESTER,BL,46
10790,15-20 Years,16Y,M,PASSAIC,WH,47
10791,21+ Years,32Y,M,BERGEN,HS,59
10792,3-5 Years,5Y,M,MONMOUTH,BL,30
10793,6-10 Years,6Y,M,UNION,BL,34
10794,21+ Years,25Y,M,HUDSON,WH,46
10795,6-10 Years,10Y,M,MIDDLESEX,BL,61
10796,1-2 Years,2Y 11M 29D,M,ESSEX,BL,46
10797,3-5 Years,5Y,M,MERCER,WH,34
10798,15-20 Years,16Y,M,ESSEX,BL,48
10799,21+ Years,30Y,M,ESSEX,BL,46
10800,11-14 Years,12Y,M,BERGEN,HS,46
10801,6-10 Years,8Y,M,ESSEX,BL,28
10802,6-10 Years,6Y,M,ESSEX,BL,22
10803,21+ Years,LIFE,M,MONMOUTH,WH,64
10804,3-5 Years,5Y,M,SOMERSET,BL,48
10805,21+ Years,45Y,M,UNION,HS,36
10806,21+ Years,22Y,M,HUDSON,WH,48
10807,6-10 Years,8Y,M,GLOUCESTER,BL,35
10808,15-20 Years,15Y,M,MIDDLESEX,BL,46
10809,6-10 Years,6Y,M,MONMOUTH,BL,46
10810,21+ Years,21Y 6M,M,CUMBERLAND,WH,47
10811,21+ Years,195Y,M,ESSEX,HS,28
10812,6-10 Years,10Y,M,BERGEN,BL,23
10813,6-10 Years,7Y,M,MIDDLESEX,WH,28
10814,21+ Years,LIFE,M,OCEAN,WH,70
10815,3-5 Years,5Y,M,PASSAIC,HS,35
10816,6-10 Years,10Y,M,UNION,BL,34
10817,6-10 Years,6Y,M,MIDDLESEX,HS,24
10818,15-20 Years,20Y,M,ESSEX,BL,27
10819,3-5 Years,5Y,M,MERCER,BL,32
10820,6-10 Years,8Y,M,MIDDLESEX,BL,46
10821,3-5 Years,5Y,M,CAPE MAY,WH,27
10822,21+ Years,LIFE,M,ESSEX,BL,46
10823,21+ Years,40Y,M,OCEAN,BL,34
10824,21+ Years,LIFE,M,MIDDLESEX,WH,66
10825,6-10 Years,8Y,M,ESSEX,BL,33
10826,11-14 Years,14Y,M,ATLANTIC,BL,47
10827,15-20 Years,20Y,M,PASSAIC,BL,38
10828,15-20 Years,18Y,M,ATLANTIC,WH,47
10829,6-10 Years,7Y,M,CAMDEN,BL,26
10830,21+ Years,75Y,M,UNION,BL,46
10831,6-10 Years,10Y,M,CAMDEN,WH,23
10832,1-2 Years,2Y 8M 19D,M,ESSEX,BL,32
10833,3-5 Years,5Y,M,PASSAIC,HS,40
10834,3-5 Years,4Y,M,MIDDLESEX,WH,34
10835,21+ Years,30Y,M,UNION,HS,46
10836,3-5 Years,5Y,M,MERCER,BL,24
10837,21+ Years,39Y,M,MIDDLESEX,HS,33
10838,3-5 Years,5Y,M,SOMERSET,BL,47
10839,21+ Years,LIFE,M,PASSAIC,HS,52
10840,3-5 Years,5Y,M,ATLANTIC,BL,46
10841,15-20 Years,18Y,M,CAPE MAY,WH,39
10842,3-5 Years,3Y,M,MONMOUTH,WH,47
10843,3-5 Years,5Y,M,MIDDLESEX,BL,24
10844,21+ Years,30Y,M,OCEAN,BL,46
10845,6-10 Years,8Y,M,HUDSON,WH,70
10846,1-2 Years,2Y 11M 18D,M,BURLINGTON,WH,46
10848,3-5 Years,5Y,M,ESSEX,BL,47
10849,3-5 Years,5Y,M,MONMOUTH,BL,48
10850,11-14 Years,13Y,M,OCEAN,BL,46
10851,3-5 Years,5Y,M,MONMOUTH,BL,28
10852,11-14 Years,11Y,M,SOMERSET,HS,35
10853,1-2 Years,2Y 9M 14D,M,ESSEX,BL,29
10854,3-5 Years,5Y,M,ESSEX,BL,46
10855,6-10 Years,8Y 6M 21D,M,MIDDLESEX,BL,31
10856,21+ Years,30Y,M,ESSEX,BL,46
10857,3-5 Years,5Y,M,MIDDLESEX,HS,31
10858,6-10 Years,6Y,M,UNION,BL,32
10859,3-5 Years,5Y,M,MORRIS,BL,38
10860,3-5 Years,5Y,M,MERCER,BL,26
10861,15-20 Years,17Y,M,CAMDEN,BL,30
10862,3-5 Years,3Y,M,CAMDEN,BL,31
10863,3-5 Years,4Y,F,ESSEX,BL,23
10864,21+ Years,LIFE,M,CAMDEN,BL,47
10865,21+ Years,120Y 5M 27D,M,CAMDEN,BL,49
10866,21+ Years,LIFE,M,MONMOUTH,BL,48
10867,11-14 Years,11Y,M,BERGEN,HS,36
10868,11-14 Years,12Y,M,PASSAIC,HS,39
10869,3-5 Years,4Y,M,HUDSON,HS,47
10870,21+ Years,35Y,M,ESSEX,HS,43
10871,15-20 Years,20Y,M,PASSAIC,BL,61
10872,15-20 Years,15Y,M,ESSEX,BL,63
10873,3-5 Years,5Y,M,UNION,WH,26
10874,3-5 Years,3Y,M,CAMDEN,BL,46
10875,6-10 Years,10Y,M,UNION,BL,27
10876,15-20 Years,18Y,M,ESSEX,BL,57
10877,3-5 Years,4Y 9M 23D,M,HUDSON,HS,52
10879,3-5 Years,4Y,M,ATLANTIC,WH,28
10880,1-2 Years,2Y 19D,M,ESSEX,BL,25
10881,6-10 Years,6Y 9M 6D,M,PASSAIC,BL,27
10882,3-5 Years,4Y,M,MONMOUTH,BL,32
10883,21+ Years,LIFE,M,HUDSON,HS,45
10884,21+ Years,30Y,M,UNION,BL,46
10885,21+ Years,LIFE,M,ESSEX,BL,46
10886,1-2 Years,1Y 6M,M,ESSEX,BL,31
10887,3-5 Years,5Y,M,MIDDLESEX,BL,45
10888,3-5 Years,5Y,M,MONMOUTH,HS,33
10889,21+ Years,LIFE,M,CAMDEN,BL,59
10890,3-5 Years,5Y,M,CAMDEN,BL,22
10891,11-14 Years,12Y,M,UNION,BL,26
10892,6-10 Years,10Y,M,HUDSON,HW,56
10893,21+ Years,55Y,M,CAMDEN,BL,30
10894,21+ Years,37Y,M,CAMDEN,BL,47
10895,21+ Years,36Y,M,ESSEX,BL,28
10896,6-10 Years,10Y 2M 30D,M,CAMDEN,BL,28
10897,15-20 Years,16Y,M,PASSAIC,HS,50
10898,21+ Years,50Y,M,HUDSON,BL,46
10899,11-14 Years,14Y 3M 26D,M,ATLANTIC,BL,46
10900,6-10 Years,6Y,M,SALEM,WH,25
10901,11-14 Years,12Y,M,MIDDLESEX,BL,46
10902,11-14 Years,14Y,M,BERGEN,BL,29
10903,6-10 Years,10Y,M,HUDSON,HS,49
10904,6-10 Years,9Y,M,GLOUCESTER,BL,47
10905,6-10 Years,6Y,M,MONMOUTH,WH,27
10906,6-10 Years,7Y,M,PASSAIC,HS,47
10908,21+ Years,LIFE,M,ESSEX,WH,31
10909,15-20 Years,15Y,M,MERCER,BL,23
10910,3-5 Years,5Y,M,SOMERSET,BL,23
10912,3-5 Years,5Y,M,ESSEX,BL,50
10913,3-5 Years,5Y,M,ESSEX,BL,46
10914,21+ Years,LIFE,M,ESSEX,BL,56
10915,6-10 Years,8Y 6M,M,MONMOUTH,BL,47
10916,21+ Years,25Y,M,UNION,HS,46
10917,3-5 Years,5Y,M,GLOUCESTER,WH,57
10918,3-5 Years,3Y,M,BURLINGTON,BL,54
10919,6-10 Years,10Y,M,UNION,WH,30
10920,21+ Years,30Y,M,ESSEX,BL,47
10921,11-14 Years,13Y,M,ESSEX,BL,28
10922,11-14 Years,13Y 4M,M,BERGEN,OA,29
10923,21+ Years,40Y,M,CAMDEN,BL,49
10924,21+ Years,25Y,M,MIDDLESEX,WH,64
10925,6-10 Years,7Y,M,CAMDEN,WH,55
10926,3-5 Years,5Y,M,CAMDEN,WH,36
10927,6-10 Years,8Y,M,GLOUCESTER,BL,48
10928,21+ Years,27Y,M,CAMDEN,BL,56
10929,6-10 Years,10Y,M,OCEAN,BL,32
10930,15-20 Years,17Y,M,BURLINGTON,WH,36
10931,15-20 Years,17Y,M,ESSEX,BL,32
10932,15-20 Years,20Y,M,ESSEX,BL,33
10933,21+ Years,LIFE4,M,GLOUCESTER,WH,49
10934,21+ Years,74Y,M,PASSAIC,BL,23
10935,15-20 Years,18Y,M,ESSEX,HS,46
10936,1-2 Years,1Y 11D,M,PASSAIC,HS,33
10937,21+ Years,52Y,M,UNION,BL,33
10938,15-20 Years,18Y,M,UNION,BL,33
10939,6-10 Years,10Y,M,MIDDLESEX,WH,32
10940,6-10 Years,10Y,M,CAMDEN,BL,21
10941,6-10 Years,7Y,M,HUDSON,HS,36
10942,21+ Years,30Y,M,SALEM,HS,64
10943,3-5 Years,3Y,M,GLOUCESTER,WH,30
10944,3-5 Years,4Y,F,CAMDEN,BL,34
10945,3-5 Years,3Y,M,MORRIS,BL,27
10946,6-10 Years,7Y,M,BERGEN,WH,26
10947,21+ Years,75Y,M,MERCER,WH,54
10948,15-20 Years,15Y,M,PASSAIC,HS,49
10949,21+ Years,45Y,M,BURLINGTON,WH,61
10950,6-10 Years,6Y,M,MORRIS,WH,47
10951,15-20 Years,15Y,M,CAMDEN,BL,31
10952,3-5 Years,5Y,M,ATLANTIC,BL,33
10953,21+ Years,LIFE,M,CAPE MAY,BL,60
10954,3-5 Years,5Y,M,MERCER,BL,36
10955,3-5 Years,5Y,M,ESSEX,HS,23
10956,6-10 Years,6Y,M,SALEM,BL,24
10957,21+ Years,40Y,M,UNION,BL,55
10958,21+ Years,LIFE,M,BERGEN,WH,59
10959,1-2 Years,2Y 2M 25D,M,BURLINGTON,BL,24
10960,15-20 Years,17Y,M,PASSAIC,HS,32
10961,15-20 Years,20Y,M,HUDSON,HS,38
10962,21+ Years,25Y,F,GLOUCESTER,WH,51
10963,3-5 Years,5Y,M,MIDDLESEX,BL,28
10964,21+ Years,LIFE,M,ESSEX,BL,59
10965,15-20 Years,20Y,M,ATLANTIC,BL,59
10966,3-5 Years,5Y,M,MIDDLESEX,HS,44
10967,6-10 Years,7Y,M,MIDDLESEX,HS,54
10968,15-20 Years,18Y,M,SUSSEX,WH,52
10969,6-10 Years,6Y,F,MIDDLESEX,WH,54
10970,11-14 Years,12Y,M,MIDDLESEX,BL,31
10971,3-5 Years,5Y,M,PASSAIC,BL,47
10972,15-20 Years,15Y,M,MORRIS,BL,31
10974,21+ Years,67Y,M,CAPE MAY,WH,69
10975,21+ Years,22Y 6M,M,MIDDLESEX,HS,39
10976,21+ Years,40Y,M,MONMOUTH,BL,35
10977,3-5 Years,3Y 6M 22D,M,MIDDLESEX,HS,30
10978,21+ Years,45Y,M,BERGEN,BL,33
10979,11-14 Years,12Y,M,MIDDLESEX,BL,25
10980,6-10 Years,7Y,M,BURLINGTON,BL,43
10981,1-2 Years,1Y 6M,M,BURLINGTON,BL,35
10982,15-20 Years,18Y,M,MERCER,BL,60
10983,15-20 Years,20Y,M,ESSEX,BL,37
10984,15-20 Years,15Y,M,WARREN,WH,28
10985,3-5 Years,5Y,M,BERGEN,BL,31
10986,3-5 Years,5Y,M,PASSAIC,HS,30
10987,6-10 Years,7Y,M,MIDDLESEX,BL,27
10988,3-5 Years,3Y 6M,M,PASSAIC,BL,37
10989,6-10 Years,10Y,M,PASSAIC,HS,54
10990,3-5 Years,5Y,F,UNION,WH,26
10991,6-10 Years,7Y,M,CAMDEN,HS,33
10992,21+ Years,LIFE,M,MERCER,BL,59
10993,15-20 Years,15Y,M,ESSEX,BL,59
10994,6-10 Years,8Y,M,SUSSEX,WH,34
10995,6-10 Years,10Y,M,MIDDLESEX,BL,33
10996,11-14 Years,12Y,M,BERGEN,WH,28
10997,3-5 Years,3Y,M,ATLANTIC,HS,24
10998,11-14 Years,12Y,M,SOMERSET,WH,38
10999,21+ Years,23Y,M,ESSEX,WH,35
11000,3-5 Years,3Y,M,BURLINGTON,WH,24
11001,21+ Years,40Y,M,MONMOUTH,HS,49
11002,3-5 Years,5Y 3M 28D,M,WARREN,BL,27
11003,15-20 Years,18Y,M,MERCER,BL,34
11004,3-5 Years,5Y,M,BERGEN,HS,43
11005,11-14 Years,12Y,M,GLOUCESTER,BL,20
11006,21+ Years,LIFE,M,SOMERSET,WH,59
11007,21+ Years,45Y,M,ESSEX,BL,60
11008,3-5 Years,4Y,M,MONMOUTH,WH,23
11009,1-2 Years,2Y 8M 28D,M,CAMDEN,BL,28
11010,21+ Years,LIFE,M,MERCER,WH,59
11011,3-5 Years,5Y,M,SOMERSET,BL,23
11012,21+ Years,40Y,M,UNION,BL,34
11013,6-10 Years,9Y,M,BERGEN,HS,33
11014,11-14 Years,12Y,M,ATLANTIC,BL,61
11015,3-5 Years,3Y 11M 12D,M,PASSAIC,BL,24
11016,1-2 Years,2Y 2M 5D,M,PASSAIC,BL,46
11017,21+ Years,28Y,M,BERGEN,WH,29
11018,3-5 Years,4Y 5M 25D,M,GLOUCESTER,BL,25
11019,3-5 Years,5Y,M,BURLINGTON,BL,27
11020,3-5 Years,5Y,M,CUMBERLAND,BL,25
11021,15-20 Years,16Y 6M,M,ATLANTIC,BL,32
11022,21+ Years,50Y,M,UNION,BL,63
11023,6-10 Years,10Y,M,ESSEX,BL,30
11024,15-20 Years,15Y,M,ESSEX,BL,47
11025,21+ Years,28Y,M,BERGEN,WH,59
11026,21+ Years,77Y,M,UNION,BL,34
11028,3-5 Years,5Y,M,MIDDLESEX,HS,30
11029,21+ Years,LIFE,M,ESSEX,BL,59
11030,21+ Years,LIFE,M,ESSEX,BL,46
11031,3-5 Years,3Y,M,UNION,WH,31
11032,1-2 Years,2Y 1M 29D,M,ESSEX,BL,46
11033,15-20 Years,18Y,M,ESSEX,BL,31
11034,21+ Years,LIFE,M,ESSEX,BL,46
11035,21+ Years,35Y,M,ESSEX,BL,34
11036,6-10 Years,8Y 1M 6D,M,MONMOUTH,HS,34
11037,21+ Years,50Y,M,UNION,HS,46
11038,21+ Years,30Y,M,HUDSON,BL,46
11039,11-14 Years,13Y,M,ESSEX,BL,24
11040,15-20 Years,17Y,M,BURLINGTON,WH,61
11041,6-10 Years,6Y,M,PASSAIC,BL,27
11042,3-5 Years,5Y,M,HUNTERDON,WH,29
11043,11-14 Years,11Y 1M 12D,M,HUDSON,BL,24
11044,3-5 Years,3Y,M,WARREN,BL,25
11045,3-5 Years,3Y,M,HUDSON,HS,21
11046,6-10 Years,8Y,M,GLOUCESTER,HS,56
11047,3-5 Years,5Y,F,CAPE MAY,BL,27
11048,15-20 Years,19Y,M,MIDDLESEX,BL,23
11049,21+ Years,30Y,M,OCEAN,HW,46
11050,6-10 Years,8Y,F,BURLINGTON,WH,34
11051,6-10 Years,8Y,M,UNION,BL,32
11052,15-20 Years,18Y,M,ESSEX,BL,31
11053,3-5 Years,3Y,F,GLOUCESTER,WH,24
11054,3-5 Years,5Y,M,MIDDLESEX,HS,24
11055,3-5 Years,5Y,M,ESSEX,BL,23
11056,3-5 Years,5Y,M,PASSAIC,HS,26
11057,11-14 Years,12Y,M,MERCER,BL,29
11058,3-5 Years,4Y,F,ESSEX,BL,22
11059,21+ Years,50Y,M,HUDSON,BL,46
11060,21+ Years,28Y,M,UNION,BL,46
11061,21+ Years,60Y,M,ESSEX,BL,49
11062,15-20 Years,19Y,M,ATLANTIC,BL,46
11063,3-5 Years,3Y,M,CAMDEN,HS,59
11064,6-10 Years,7Y 2M,M,SALEM,WH,50
11065,21+ Years,LIFE,M,UNION,BL,55
11066,21+ Years,24Y 9M,M,MIDDLESEX,BL,46
11067,21+ Years,36Y,M,PASSAIC,HS,43
11068,15-20 Years,19Y,M,UNION,HS,40
11069,3-5 Years,4Y,M,CUMBERLAND,BL,48
11070,11-14 Years,11Y 6M 6D,M,PASSAIC,BL,23
11071,3-5 Years,5Y,M,ATLANTIC,BL,28
11072,21+ Years,30Y,M,ESSEX,BL,46
11073,11-14 Years,12Y,M,SUSSEX,WH,45
11074,6-10 Years,10Y 6M,M,HUDSON,BL,39
11075,11-14 Years,12Y,M,BERGEN,BL,45
11076,15-20 Years,20Y,M,UNION,BL,46
11077,21+ Years,30Y,M,MIDDLESEX,BL,45
11078,3-5 Years,5Y,M,BERGEN,OA,51
11079,21+ Years,34Y,M,HUDSON,BL,69
11080,3-5 Years,5Y,M,ATLANTIC,HS,21
11081,21+ Years,LIFE,M,ATLANTIC,BL,45
11082,3-5 Years,5Y,M,BERGEN,HS,33
11083,6-10 Years,7Y,M,ESSEX,BL,32
11084,3-5 Years,5Y,M,ESSEX,BL,33
11085,6-10 Years,8Y,M,PASSAIC,BL,46
11086,3-5 Years,5Y,M,ESSEX,BL,26
11087,15-20 Years,20Y,M,MIDDLESEX,BL,45
11088,3-5 Years,5Y,M,SOMERSET,HS,45
11089,6-10 Years,8Y,M,OCEAN,WH,28
11090,3-5 Years,5Y 6M,M,MONMOUTH,BL,53
11091,6-10 Years,6Y,F,CAMDEN,BL,26
11092,6-10 Years,8Y,M,MERCER,BL,47
11093,3-5 Years,4Y,M,ESSEX,BL,24
11094,15-20 Years,15Y,M,ATLANTIC,BL,31
11095,21+ Years,LIFE,M,OCEAN,HS,46
11096,6-10 Years,9Y,M,PASSAIC,HS,38
11097,1-2 Years,1Y 6M,M,PASSAIC,BL,40
11098,11-14 Years,11Y 6M,M,HUNTERDON,HS,52
11099,21+ Years,35Y,M,ATLANTIC,WH,45
11100,21+ Years,27Y,M,PASSAIC,BL,25
11101,3-5 Years,5Y,M,PASSAIC,WH,22
11102,15-20 Years,15Y,M,PASSAIC,WH,48
11103,21+ Years,26Y,M,CUMBERLAND,BL,31
11104,3-5 Years,5Y,M,MORRIS,WH,44
11105,3-5 Years,5Y,M,ESSEX,BL,31
11106,15-20 Years,20Y,M,HUDSON,BL,44
11107,3-5 Years,4Y,M,HUDSON,HS,42
11108,3-5 Years,4Y 4M 20D,M,OCEAN,WH,62
11109,3-5 Years,5Y,M,ESSEX,BL,26
11110,3-5 Years,5Y,M,HUDSON,BL,43
11111,15-20 Years,15Y,F,HUDSON,BL,37
11112,3-5 Years,3Y,M,BERGEN,HS,30
11113,3-5 Years,5Y,M,ATLANTIC,BL,35
11114,3-5 Years,5Y,M,HUNTERDON,BL,30
11115,6-10 Years,6Y,F,ESSEX,BL,41
11116,6-10 Years,6Y,M,MERCER,BL,46
11117,15-20 Years,18Y,M,HUDSON,WH,46
11118,21+ Years,30Y 7M 4D,M,OCEAN,BL,62
11119,6-10 Years,10Y,M,ATLANTIC,BL,25
11120,3-5 Years,3Y,M,SOMERSET,BL,29
11121,3-5 Years,5Y,M,HUDSON,BL,31
11122,3-5 Years,5Y,M,MERCER,BL,49
11123,6-10 Years,10Y,M,PASSAIC,WH,24
11124,6-10 Years,8Y,M,BERGEN,WH,37
11125,3-5 Years,5Y,M,CAPE MAY,WH,46
11126,21+ Years,LIFE,M,CUMBERLAND,BL,59
11127,21+ Years,48Y,M,UNION,BL,56
11128,21+ Years,25Y,M,HUDSON,HS,41
11129,3-5 Years,3Y,M,HUDSON,HW,46
